Job Title,Company Name,Salary Estimate,Job Position,Job Acedemic Requiremnt,Job Week Cutom Font,Job Time Cutom Font,Company Field,Company Size,min_salary,max_salary,avg_salary,avg_salary(month),week_attendence,intern_time_length
数据分析实习生实习招聘-西安点扣软件科技实习生招聘-实习僧," 
                        西安点扣软件科技
                          ",100-180/天,西安,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,100,180,140.0,4200.0,5,3
数据分析实习生实习招聘-宠物家实习生招聘-实习僧," 
                        宠物家
                          ",150-200/天,北京,本科,5天／周,实习3个月,不限,500-2000,150,200,175.0,5250.0,5,3
数据分析实习生实习招聘-小米实习生招聘-实习僧," 
                        小米
                          ",250-400/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,250,400,325.0,9750.0,5,3
数据分析实习生实习招聘-YY直播实习生招聘-实习僧," 
                        YY直播
                          ",100-150/天,广州,本科,5天／周,实习6个月,互联网/游戏/软件,500-2000,100,150,125.0,3750.0,5,6
数据分析助理实习招聘-蔚来汽车实习生招聘-实习僧," 
                        蔚来汽车
                          ",150/天,厦门,本科,4天／周,实习4个月,汽车/机械/制造,more than 2000,150,150,150.0,4500.0,4,4
数据分析实习生实习招聘-亚信科技实习生招聘-实习僧," 
                        亚信科技
                          ",100-150/天,长沙,本科,5天／周,实习4个月,互联网/游戏/软件,more than 2000,100,150,125.0,3750.0,5,4
数据分析实习生实习招聘-TESLA-特斯拉实习生招聘-实习僧," 
                        TESLA-特斯拉
                          ",250-300/天,上海,硕士,5天／周,实习3个月,汽车/机械/制造,more than 2000,250,300,275.0,8250.0,5,3
数据分析实习生实习招聘-博世中国实习生招聘-实习僧," 
                        博世中国
                          ",100-150/天,上海,不限,3天／周,实习3个月,汽车/机械/制造,more than 2000,100,150,125.0,3750.0,3,3
数据分析实习生实习招聘-西部证券实习生招聘-实习僧," 
                        西部证券
                          ",50-80/天,上海,本科,3天／周,实习3个月,金融/经济/投资/财会,15-50,50,80,65.0,1950.0,3,3
数据分析实习生实习招聘-西部证券实习生招聘-实习僧," 
                        西部证券
                          ",50-80/天,上海,硕士,5天／周,实习3个月,金融/经济/投资/财会,15-50,50,80,65.0,1950.0,5,3
数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,200,200.0,6000.0,5,3
数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",200/天,北京,本科,5天／周,实习4个月,互联网/游戏/软件,more than 2000,200,200,200.0,6000.0,5,4
数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",200-250/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",200-250/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
数据分析实习生实习招聘-携程旅行实习生招聘-实习僧," 
                        携程旅行
                          ",150-200/天,上海,不限,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,3
数据分析实习生实习招聘-哔哩哔哩实习生招聘-实习僧," 
                        哔哩哔哩
                          ",150-200/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,150,200,175.0,5250.0,5,3
数据分析实习生实习招聘-智汇绿行实习生招聘-实习僧," 
                        智汇绿行
                          ",120-200/天,北京,本科,3天／周,实习3个月,企业服务/咨询,15-50,120,200,160.0,4800.0,3,3
数据分析实习生实习招聘-mini peace实习生招聘-实习僧," 
                        mini peace
                          ",100-120/天,宁波,本科,5天／周,实习6个月,快消/百货/批发/零售,500-2000,100,120,110.0,3300.0,5,6
数据分析实习生实习招聘-蓝深科技实习生招聘-实习僧," 
                        蓝深科技
                          ",150-250/天,广州,本科,5天／周,实习3个月,互联网/游戏/软件,500-2000,150,250,200.0,6000.0,5,3
数据分析实习生实习招聘-IDC咨询实习生招聘-实习僧," 
                        IDC咨询
                          ",100-150/天,北京,本科,3天／周,实习3个月,电子/通信/硬件,150-500,100,150,125.0,3750.0,3,3
数据分析实习生实习招聘-HYPERS实习生招聘-实习僧," 
                        HYPERS
                          ",200/天,上海,本科,5天／周,实习6个月,互联网/游戏/软件,150-500,200,200,200.0,6000.0,5,6
数据分析实习生实习招聘-爱回收实习生招聘-实习僧," 
                        爱回收
                          ",150-180/天,北京,不限,4天／周,实习3个月,互联网/游戏/软件,more than 2000,150,180,165.0,4950.0,4,3
数据分析实习生-信贷分析组-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,3
自动驾驶数据分析实习生实习招聘-上海人工智能实验室实习生招聘-实习僧," 
                        上海人工智能实验室
                          ",300-400/天,上海,不限,4天／周,实习3个月,互联网/游戏/软件,150-500,300,400,350.0,10500.0,4,3
数据分析实习生（业务分析方向）实习招聘-莉莉丝游戏实习生招聘-实习僧," 
                        莉莉丝游戏
                          ",250-300/天,上海,不限,5天／周,实习4个月,互联网/游戏/软件,500-2000,250,300,275.0,8250.0,5,4
市场部数据分析实习生实习招聘-泛亚气体实习生招聘-实习僧," 
                        泛亚气体
                          ",180-250/天,无锡,本科,4天／周,实习6个月,汽车/机械/制造,150-500,180,250,215.0,6450.0,4,6
数据分析与可视化实习生实习招聘-随训通实习生招聘-实习僧," 
                        随训通
                          ",400-500/天,全国,本科,3天／周,实习3个月,互联网/移动互联网/电子商务,more than 2000,400,500,450.0,13500.0,3,3
定价管理实习生（数据分析）实习招聘-延长壳牌实习生招聘-实习僧," 
                        延长壳牌
                          ",100-120/天,广州,本科,3天／周,实习3个月,快消/百货/批发/零售,500-2000,100,120,110.0,3300.0,3,3
产品运营与数据分析实习生实习招聘-如祺出行实习生招聘-实习僧," 
                        如祺出行
                          ",100-150/天,广州,不限,5天／周,实习3个月,互联网/游戏/软件,15-50,100,150,125.0,3750.0,5,3
风控数据分析实习生实习招聘-随训通实习生招聘-实习僧," 
                        随训通
                          ",400-500/天,全国,本科,3天／周,实习3个月,互联网/移动互联网/电子商务,more than 2000,400,500,450.0,13500.0,3,3
数据分析实习生实习招聘-美图秀秀实习生招聘-实习僧," 
                        美图秀秀
                          ",180-200/天,厦门,不限,5天／周,实习3个月,互联网/游戏/软件,500-2000,180,200,190.0,5700.0,5,3
数据分析实习生实习招聘-奕睿基金实习生招聘-实习僧," 
                        奕睿基金
                          ",200-400/天,上海,本科,5天／周,实习3个月,金融/经济/投资/财会,less than 15,200,400,300.0,9000.0,5,3
数据分析实习生（战略方向）实习招聘-NIO蔚来实习生招聘-实习僧," 
                        NIO蔚来
                          ",200/天,上海,不限,4天／周,实习4个月,汽车/机械/制造,more than 2000,200,200,200.0,6000.0,4,4
数据分析实习生-（数据平台）实习招聘-快手实习生招聘-实习僧," 
                        快手
                          ",300-400/天,北京,本科,5天／周,实习5个月,互联网/游戏/软件,more than 2000,300,400,350.0,10500.0,5,5
游戏数据分析实习生实习招聘-字节跳动实习生招聘-实习僧," 
                        字节跳动
                          ",200-250/天,深圳,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,250,225.0,6750.0,5,3
数据分析实习生实习招聘-萌想科技（实习僧）实习生招聘-实习僧," 
                      萌想科技（实习僧）
                          ",100-120/天,成都,本科,5天／周,实习3个月,互联网/游戏/软件,150-500,100,120,110.0,3300.0,5,3
销售数据分析实习生实习招聘-联想云实习生招聘-实习僧," 
                        联想云
                          ",120/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,120,120,120.0,3600.0,5,3
曲库数据分析工程师实习招聘-腾讯音乐实习生招聘-实习僧," 
                        腾讯音乐
                          ",200/天,深圳,本科,5天／周,实习3个月,广告/传媒/公关/展览,more than 2000,200,200,200.0,6000.0,5,3
数据分析实习生-公共数据部-北京实习招聘-滴滴实习生招聘-实习僧," 
                        滴滴
                          ",200-300/天,北京,本科,5天／周,实习3个月,互联网/游戏/软件,more than 2000,200,300,250.0,7500.0,5,3
SCS 数据分析实习生实习招聘-百胜餐饮实习生招聘-实习僧," 
                        百胜餐饮
                          ",200/天,上海,本科,4天／周,实习3个月,餐饮/酒店/旅游/娱乐,more than 2000,200,200,200.0,6000.0,4,3
供应链数据分析实习生实习招聘-上海奥深实习生招聘-实习僧," 
                        上海奥深
                          ",150-300/天,上海,本科,5天／周,实习3个月,互联网/游戏/软件,50-150,150,300,225.0,6750.0,5,3
